selected_class,Attribution method,Model training,Attack,DenseNet,ViT,Swin-ViT
Consolidation,lrp,pretrained,In mask,0.5287200212478638,0.6529474258422852,0.7845619916915894
Consolidation,lrp,pretrained,Out mask,0.7194331884384155,0.5531433820724487,0.8006935119628906
Consolidation,gradient,from scratch,In mask,0.7652645707130432,0.7539575099945068,0.7046585083007812
Consolidation,gradient,from scratch,Out mask,0.7636061906814575,0.6897331476211548,0.7079752683639526
Consolidation,gradient,pretrained,In mask,0.7984321117401123,0.8278306126594543,0.7608925104141235
Consolidation,gradient,pretrained,Out mask,0.5588723421096802,0.7322478294372559,0.7648122906684875
Consolidation,integrated gradients,from scratch,In mask,0.6105834245681763,0.8015981316566467,0.7921000719070435
Consolidation,integrated gradients,from scratch,Out mask,0.6383235454559326,0.681742787361145,0.7354138493537903
Consolidation,integrated gradients,pretrained,In mask,0.7131012082099915,0.7459671497344971,0.7804915308952332
Consolidation,integrated gradients,pretrained,Out mask,0.7043570280075073,0.7945122718811035,0.7314940690994263
Consolidation,smoothgrad,from scratch,In mask,0.5642997026443481,0.8290366530418396,0.8291873931884766
Consolidation,smoothgrad,from scratch,Out mask,0.6544550061225891,0.6034976243972778,0.7911955118179321
Consolidation,smoothgrad,pretrained,In mask,0.7708427906036377,0.6799336671829224,0.8216493129730225
Consolidation,smoothgrad,pretrained,Out mask,0.5891753435134888,0.7031508684158325,0.7911955118179321
Atelectasis,lrp,from scratch,In mask,0.783847451210022,0.41874998807907104,0.8343343734741211
Atelectasis,lrp,from scratch,Out mask,0.7003246545791626,0.5060876607894897,0.8241882920265198
Atelectasis,lrp,pretrained,In mask,0.8518668413162231,0.6437499523162842,0.8256493806838989
Atelectasis,lrp,pretrained,Out mask,0.7539772391319275,0.5881493091583252,0.8179383277893066
Atelectasis,gradient,from scratch,In mask,0.7760552167892456,0.7773538827896118,0.8500000238418579
Atelectasis,gradient,from scratch,Out mask,0.7288961410522461,0.7939122915267944,0.8038148880004883
Atelectasis,gradient,pretrained,In mask,0.77751624584198,0.7740259766578674,0.8105520009994507
Atelectasis,gradient,pretrained,Out mask,0.7730519771575928,0.7508116960525513,0.7621753215789795
Atelectasis,integrated gradients,from scratch,In mask,0.8046265840530396,0.8167207837104797,0.8162744045257568
Atelectasis,integrated gradients,from scratch,Out mask,0.74813312292099,0.8033279180526733,0.7909902334213257
Atelectasis,integrated gradients,pretrained,In mask,0.8318993449211121,0.7996753454208374,0.8218344449996948
Atelectasis,integrated gradients,pretrained,Out mask,0.8616071343421936,0.8067370057106018,0.7465909123420715
Atelectasis,smoothgrad,from scratch,In mask,0.5555194616317749,0.8020292520523071,0.8001623153686523
Atelectasis,smoothgrad,from scratch,Out mask,0.7389610409736633,0.7252435684204102,0.8475649356842041
Atelectasis,smoothgrad,pretrained,In mask,0.7198863625526428,0.8004058003425598,0.8185064792633057
Atelectasis,smoothgrad,pretrained,Out mask,0.7581980228424072,0.7964285612106323,0.7797889709472656
Pneumothorax,lrp,from scratch,In mask,0.4972344934940338,0.716261088848114,0.46128320693969727
Pneumothorax,lrp,from scratch,Out mask,0.6454646587371826,0.5453540086746216,0.6078540086746216
Pneumothorax,lrp,pretrained,In mask,0.7063053250312805,0.6631637215614319,0.4690265357494354
Pneumothorax,lrp,pretrained,Out mask,0.5779867172241211,0.46957966685295105,0.32743361592292786
Pneumothorax,gradient,from scratch,In mask,0.46349555253982544,0.4994468986988067,0.5696902871131897
Pneumothorax,gradient,from scratch,Out mask,0.5813053250312805,0.5586283206939697,0.607300877571106
Pneumothorax,gradient,pretrained,In mask,0.8019911646842957,0.39988937973976135,0.4845132827758789
Pneumothorax,gradient,pretrained,Out mask,0.564712405204773,0.6332964897155762,0.3467920422554016
Pneumothorax,integrated gradients,from scratch,In mask,0.6034291982650757,0.4048672616481781,0.6216813921928406
Pneumothorax,integrated gradients,from scratch,Out mask,0.5199114680290222,0.57356196641922,0.42256635427474976
Pneumothorax,integrated gradients,pretrained,In mask,0.6377212405204773,0.42256635427474976,0.4380531013011933
Pneumothorax,integrated gradients,pretrained,Out mask,0.6039823293685913,0.5459070801734924,0.4828539490699768
Pneumothorax,smoothgrad,from scratch,In mask,0.4413716793060303,0.5940265655517578,0.4961283206939697
Pneumothorax,smoothgrad,from scratch,Out mask,0.6095132827758789,0.4596238732337952,0.4845132827758789
Pneumothorax,smoothgrad,pretrained,In mask,0.7516592741012573,0.42809733748435974,0.5481194853782654
Pneumothorax,smoothgrad,pretrained,Out mask,0.4203540086746216,0.4009956121444702,0.5282080173492432
Pleural Effusion,lrp,from scratch,In mask,0.795245349407196,0.6270444393157959,0.8568236231803894
Pleural Effusion,lrp,from scratch,Out mask,0.8069532513618469,0.5778889656066895,0.8321565985679626
Pleural Effusion,lrp,pretrained,In mask,0.8769327402114868,0.5578246116638184,0.8664760589599609
Pleural Effusion,lrp,pretrained,Out mask,0.8821163177490234,0.687729001045227,0.8174992799758911
Pleural Effusion,gradient,from scratch,In mask,0.8775583505630493,0.8106175661087036,0.8702297210693359
Pleural Effusion,gradient,from scratch,Out mask,0.7518991231918335,0.7485923767089844,0.8836357593536377
Pleural Effusion,gradient,pretrained,In mask,0.8713915348052979,0.7987308502197266,0.8376977443695068
Pleural Effusion,gradient,pretrained,Out mask,0.8141031265258789,0.7008669376373291,0.8242917060852051
Pleural Effusion,integrated gradients,from scratch,In mask,0.8316203355789185,0.7953346967697144,0.8600411415100098
Pleural Effusion,integrated gradients,from scratch,Out mask,0.7261596322059631,0.7931003570556641,0.8570917844772339
Pleural Effusion,integrated gradients,pretrained,In mask,0.8435070514678955,0.8278666734695435,0.8798820376396179
Pleural Effusion,integrated gradients,pretrained,Out mask,0.8463670015335083,0.824738621711731,0.826347291469574
Pleural Effusion,smoothgrad,from scratch,In mask,0.7905085682868958,0.7602108716964722,0.8876575231552124
Pleural Effusion,smoothgrad,from scratch,Out mask,0.6366074085235596,0.7883635759353638,0.8473501205444336
Pleural Effusion,smoothgrad,pretrained,In mask,0.7798730731010437,0.7675396203994751,0.8816695213317871
Pleural Effusion,smoothgrad,pretrained,Out mask,0.7636964917182922,0.7863973379135132,0.8649566769599915
