mass_accuracy_diff,rank_accuracy_diff,in_mask_mass_accuracy,in_mask_rank_accuracy,out_mask_mass_accuracy,out_mask_rank_accuracy,model,xai_method,pretraining,label
0.026499999999999996,0.05509999999999998,0.2016,0.2224,0.1751,0.1673,vit,integrated_gradients,from_scratch,Lung Opacity
0.0788,0.1586,0.122,0.1999,0.0432,0.0413,vit,integrated_gradients,from_scratch,Lung Opacity
0.1402,0.09839999999999999,0.2965,0.2793,0.1563,0.1809,vit,integrated_gradients,from_scratch,Lung Opacity
-0.011200000000000002,-0.027500000000000004,0.031,0.0381,0.0422,0.0656,vit,integrated_gradients,from_scratch,Lung Opacity
0.05260000000000001,0.025599999999999984,0.1446,0.1596,0.092,0.134,vit,integrated_gradients,from_scratch,Lung Opacity
0.1466,0.13380000000000003,0.2531,0.274,0.1065,0.1402,vit,integrated_gradients,from_scratch,Lung Opacity
0.03259999999999999,0.04559999999999999,0.1025,0.1339,0.0699,0.0883,vit,integrated_gradients,from_scratch,Lung Opacity
0.10769999999999999,0.08200000000000002,0.2813,0.2807,0.1736,0.1987,vit,integrated_gradients,from_scratch,Lung Opacity
0.04899999999999999,0.04669999999999999,0.2206,0.2279,0.1716,0.1812,vit,integrated_gradients,from_scratch,Lung Opacity
0.0725,0.0864,0.1596,0.2162,0.0871,0.1298,vit,integrated_gradients,from_scratch,Lung Opacity
0.0418,0.03849999999999999,0.1011,0.1045,0.0593,0.066,vit,integrated_gradients,from_scratch,Lung Opacity
0.06809999999999997,0.060200000000000004,0.2734,0.2746,0.2053,0.2144,vit,integrated_gradients,from_scratch,Lung Opacity
-0.0167,-0.0657,0.0172,0.0107,0.0339,0.0764,densenet,integrated_gradients,from_scratch,Lung Lesion
0.0375,0.1067,0.0503,0.1196,0.0128,0.0129,swinvit,integrated_gradients,from_scratch,Lung Lesion
-0.004999999999999999,-0.0034999999999999996,0.0089,0.0027,0.0139,0.0062,vit,integrated_gradients,from_scratch,Lung Lesion
0.0020999999999999977,0.0133,0.0457,0.048,0.0436,0.0347,densenet,integrated_gradients,from_scratch,Edema
0.012999999999999998,0.015,0.124,0.1383,0.111,0.1233,densenet,integrated_gradients,from_scratch,Edema
-0.003400000000000014,0.002599999999999991,0.3419,0.3335,0.3453,0.3309,densenet,integrated_gradients,from_scratch,Edema
0.020199999999999996,0.03810000000000002,0.2355,0.2901,0.2153,0.252,densenet,integrated_gradients,from_scratch,Edema
-0.0007000000000000062,0.0032000000000000084,0.1357,0.1799,0.1364,0.1767,densenet,integrated_gradients,from_scratch,Edema
-0.023799999999999988,-0.017100000000000004,0.2349,0.2855,0.2587,0.3026,densenet,integrated_gradients,from_scratch,Edema
-0.0007000000000000062,-0.0021000000000000185,0.1451,0.1846,0.1458,0.1867,densenet,integrated_gradients,from_scratch,Edema
-0.005100000000000007,-0.010099999999999998,0.1103,0.113,0.1154,0.1231,densenet,integrated_gradients,from_scratch,Edema
0.030400000000000038,0.01799999999999996,0.3562,0.3353,0.3258,0.3173,densenet,integrated_gradients,from_scratch,Edema
-0.060000000000000026,-0.0627,0.2166,0.2487,0.2766,0.3114,densenet,integrated_gradients,from_scratch,Edema
-0.01679999999999998,0.0010999999999999899,0.456,0.4263,0.4728,0.4252,densenet,integrated_gradients,from_scratch,Edema
-0.027900000000000036,-0.017199999999999993,0.2719,0.2788,0.2998,0.296,densenet,integrated_gradients,from_scratch,Edema
-0.00040000000000001146,0.024500000000000022,0.2847,0.332,0.2851,0.3075,densenet,integrated_gradients,from_scratch,Edema
0.016199999999999992,-0.0009000000000000119,0.2713,0.2865,0.2551,0.2874,densenet,integrated_gradients,from_scratch,Edema
0.006299999999999972,0.015900000000000025,0.2692,0.3079,0.2629,0.292,densenet,integrated_gradients,from_scratch,Edema
0.0121,0.015499999999999958,0.312,0.3349,0.2999,0.3194,densenet,integrated_gradients,from_scratch,Edema
-0.014600000000000002,-0.0032999999999999696,0.2542,0.3058,0.2688,0.3091,densenet,integrated_gradients,from_scratch,Edema
0.020799999999999985,0.03620000000000001,0.2428,0.335,0.222,0.2988,densenet,integrated_gradients,from_scratch,Edema
0.00820000000000004,0.011099999999999999,0.2866,0.3381,0.2784,0.327,densenet,integrated_gradients,from_scratch,Edema
-0.005099999999999993,-0.007599999999999996,0.1701,0.1791,0.1752,0.1867,densenet,integrated_gradients,from_scratch,Edema
-0.022400000000000003,-0.009800000000000003,0.1661,0.2343,0.1885,0.2441,densenet,integrated_gradients,from_scratch,Edema
-0.0748,-0.08280000000000001,0.1404,0.1422,0.2152,0.225,densenet,integrated_gradients,from_scratch,Edema
-0.017799999999999983,-0.0027000000000000357,0.3755,0.4039,0.3933,0.4066,densenet,integrated_gradients,from_scratch,Edema
-0.021299999999999986,-0.004300000000000026,0.2553,0.3071,0.2766,0.3114,densenet,integrated_gradients,from_scratch,Edema
0.013200000000000017,0.03789999999999999,0.1254,0.1541,0.1122,0.1162,densenet,integrated_gradients,from_scratch,Edema
-0.02940000000000001,-0.014600000000000002,0.125,0.165,0.1544,0.1796,densenet,integrated_gradients,from_scratch,Edema
0.06059999999999999,0.04909999999999998,0.3744,0.4029,0.3138,0.3538,densenet,integrated_gradients,from_scratch,Edema
0.0016999999999999793,0.010899999999999965,0.4406,0.4139,0.4389,0.403,densenet,integrated_gradients,from_scratch,Edema
0.017600000000000005,0.01369999999999999,0.2833,0.2938,0.2657,0.2801,densenet,integrated_gradients,from_scratch,Edema
-0.021099999999999952,-0.015600000000000003,0.3264,0.3642,0.3475,0.3798,densenet,integrated_gradients,from_scratch,Edema
0.026500000000000024,0.039500000000000035,0.3547,0.3753,0.3282,0.3358,densenet,integrated_gradients,from_scratch,Edema
-0.008800000000000002,-0.016999999999999987,0.1946,0.2273,0.2034,0.2443,densenet,integrated_gradients,from_scratch,Edema
-0.04109999999999997,0.007800000000000029,0.2684,0.321,0.3095,0.3132,densenet,integrated_gradients,from_scratch,Edema
-0.005200000000000038,-0.02290000000000003,0.354,0.3746,0.3592,0.3975,densenet,integrated_gradients,from_scratch,Edema
-0.0042999999999999705,0.01429999999999998,0.2851,0.3307,0.2894,0.3164,densenet,integrated_gradients,from_scratch,Edema
-0.03440000000000004,-0.01959999999999995,0.3192,0.2936,0.3536,0.3132,densenet,integrated_gradients,from_scratch,Edema
0.016,0.0184,0.0562,0.0441,0.0402,0.0257,densenet,integrated_gradients,from_scratch,Edema
0.0126,0.013800000000000007,0.2248,0.262,0.2122,0.2482,densenet,integrated_gradients,from_scratch,Edema
-0.022399999999999975,-0.02410000000000001,0.335,0.3525,0.3574,0.3766,densenet,integrated_gradients,from_scratch,Edema
-0.0021000000000000463,-0.0001000000000000445,0.3193,0.3152,0.3214,0.3153,densenet,integrated_gradients,from_scratch,Edema
0.03269999999999998,0.042300000000000004,0.2022,0.242,0.1695,0.1997,densenet,integrated_gradients,from_scratch,Edema
-0.0050000000000000044,-0.01369999999999999,0.2941,0.3338,0.2991,0.3475,densenet,integrated_gradients,from_scratch,Edema
-0.0050000000000000044,-0.014399999999999968,0.2046,0.2424,0.2096,0.2568,densenet,integrated_gradients,from_scratch,Edema
0.040600000000000025,0.030299999999999994,0.4526,0.4042,0.412,0.3739,densenet,integrated_gradients,from_scratch,Edema
-0.005500000000000005,0.006299999999999972,0.2746,0.2863,0.2801,0.28,densenet,integrated_gradients,from_scratch,Edema
0.0326,0.0483,0.0692,0.0834,0.0366,0.0351,swinvit,integrated_gradients,from_scratch,Edema
0.0746,0.1194,0.1216,0.1409,0.047,0.0215,swinvit,integrated_gradients,from_scratch,Edema
0.1036,0.05509999999999998,0.2945,0.2699,0.1909,0.2148,swinvit,integrated_gradients,from_scratch,Edema
0.10039999999999999,0.1361,0.1924,0.2128,0.092,0.0767,swinvit,integrated_gradients,from_scratch,Edema
0.039099999999999996,0.0464,0.1643,0.204,0.1252,0.1576,swinvit,integrated_gradients,from_scratch,Edema
0.18780000000000002,0.21450000000000002,0.2911,0.3179,0.1033,0.1034,swinvit,integrated_gradients,from_scratch,Edema
0.0964,0.137,0.1857,0.2256,0.0893,0.0886,swinvit,integrated_gradients,from_scratch,Edema
0.05450000000000001,0.0814,0.1297,0.1402,0.0752,0.0588,swinvit,integrated_gradients,from_scratch,Edema
0.2433,0.18100000000000002,0.4165,0.3497,0.1732,0.1687,swinvit,integrated_gradients,from_scratch,Edema
0.12940000000000002,0.152,0.266,0.2909,0.1366,0.1389,swinvit,integrated_gradients,from_scratch,Edema
0.1607,0.09259999999999996,0.4747,0.4085,0.314,0.3159,swinvit,integrated_gradients,from_scratch,Edema
0.08859999999999998,0.06059999999999999,0.2804,0.2631,0.1918,0.2025,swinvit,integrated_gradients,from_scratch,Edema
0.10659999999999997,0.08829999999999999,0.3379,0.3328,0.2313,0.2445,swinvit,integrated_gradients,from_scratch,Edema
0.16340000000000002,0.1761,0.3043,0.3104,0.1409,0.1343,swinvit,integrated_gradients,from_scratch,Edema
0.09260000000000002,0.09540000000000001,0.2751,0.2897,0.1825,0.1943,swinvit,integrated_gradients,from_scratch,Edema
0.0643,0.0832,0.2807,0.3005,0.2164,0.2173,swinvit,integrated_gradients,from_scratch,Edema
0.24779999999999996,0.23919999999999997,0.3656,0.353,0.1178,0.1138,swinvit,integrated_gradients,from_scratch,Edema
0.128,0.14540000000000003,0.2808,0.3249,0.1528,0.1795,swinvit,integrated_gradients,from_scratch,Edema
0.1685,0.1672,0.3235,0.3283,0.155,0.1611,swinvit,integrated_gradients,from_scratch,Edema
0.12409999999999999,0.1886,0.2045,0.2417,0.0804,0.0531,swinvit,integrated_gradients,from_scratch,Edema
0.1753,0.2127,0.2674,0.3059,0.0921,0.0932,swinvit,integrated_gradients,from_scratch,Edema
0.0738,0.0883,0.1771,0.1781,0.1033,0.0898,swinvit,integrated_gradients,from_scratch,Edema
0.1947,0.16210000000000002,0.3778,0.3411,0.1831,0.179,swinvit,integrated_gradients,from_scratch,Edema
0.15239999999999998,0.1744,0.249,0.256,0.0966,0.0816,swinvit,integrated_gradients,from_scratch,Edema
0.1493,0.19899999999999998,0.1978,0.2254,0.0485,0.0264,swinvit,integrated_gradients,from_scratch,Edema
0.12129999999999999,0.1806,0.181,0.2253,0.0597,0.0447,swinvit,integrated_gradients,from_scratch,Edema
0.19659999999999997,0.16899999999999998,0.3727,0.35,0.1761,0.181,swinvit,integrated_gradients,from_scratch,Edema
0.2903,0.1846,0.4849,0.3862,0.1946,0.2016,swinvit,integrated_gradients,from_scratch,Edema
0.19609999999999997,0.18970000000000004,0.3374,0.3264,0.1413,0.1367,swinvit,integrated_gradients,from_scratch,Edema
0.13240000000000002,0.1015,0.2897,0.2782,0.1573,0.1767,swinvit,integrated_gradients,from_scratch,Edema
0.1975,0.2049,0.3129,0.3054,0.1154,0.1005,swinvit,integrated_gradients,from_scratch,Edema
0.14179999999999998,0.1621,0.2517,0.2631,0.1099,0.101,swinvit,integrated_gradients,from_scratch,Edema
0.15059999999999998,0.17319999999999997,0.2728,0.294,0.1222,0.1208,swinvit,integrated_gradients,from_scratch,Edema
0.2017,0.1673,0.4104,0.3826,0.2087,0.2153,swinvit,integrated_gradients,from_scratch,Edema
0.14100000000000001,0.13169999999999998,0.2982,0.289,0.1572,0.1573,swinvit,integrated_gradients,from_scratch,Edema
0.2662,0.188,0.4094,0.3346,0.1432,0.1466,swinvit,integrated_gradients,from_scratch,Edema
0.036199999999999996,0.06099999999999999,0.0818,0.0967,0.0456,0.0357,swinvit,integrated_gradients,from_scratch,Edema
0.1217,0.13240000000000002,0.2682,0.2857,0.1465,0.1533,swinvit,integrated_gradients,from_scratch,Edema
0.11100000000000002,0.11149999999999999,0.3588,0.3374,0.2478,0.2259,swinvit,integrated_gradients,from_scratch,Edema
0.20460000000000003,0.1451,0.396,0.3447,0.1914,0.1996,swinvit,integrated_gradients,from_scratch,Edema
0.1423,0.1436,0.2842,0.3009,0.1419,0.1573,swinvit,integrated_gradients,from_scratch,Edema
0.13999999999999999,0.1617,0.2995,0.3311,0.1595,0.1694,swinvit,integrated_gradients,from_scratch,Edema
0.1436,0.1594,0.2582,0.2642,0.1146,0.1048,swinvit,integrated_gradients,from_scratch,Edema
0.27320000000000005,0.1385,0.5459,0.4016,0.2727,0.2631,swinvit,integrated_gradients,from_scratch,Edema
0.08359999999999998,0.0927,0.2486,0.255,0.165,0.1623,swinvit,integrated_gradients,from_scratch,Edema
0.039700000000000006,0.06520000000000001,0.1019,0.1274,0.0622,0.0622,vit,integrated_gradients,from_scratch,Edema
0.0651,0.07529999999999999,0.1313,0.1377,0.0662,0.0624,vit,integrated_gradients,from_scratch,Edema
0.10060000000000002,0.019000000000000017,0.3543,0.2846,0.2537,0.2656,vit,integrated_gradients,from_scratch,Edema
0.0771,0.050699999999999995,0.2249,0.2197,0.1478,0.169,vit,integrated_gradients,from_scratch,Edema
0.02729999999999999,0.029200000000000004,0.1858,0.2318,0.1585,0.2026,vit,integrated_gradients,from_scratch,Edema
0.08150000000000002,0.08780000000000002,0.2575,0.2817,0.176,0.1939,vit,integrated_gradients,from_scratch,Edema
0.003699999999999981,0.012800000000000006,0.1417,0.1849,0.138,0.1721,vit,integrated_gradients,from_scratch,Edema
0.05310000000000001,0.0658,0.1398,0.1449,0.0867,0.0791,vit,integrated_gradients,from_scratch,Edema
0.1512,0.08649999999999997,0.3901,0.3077,0.2389,0.2212,vit,integrated_gradients,from_scratch,Edema
0.10670000000000002,0.0693,0.2665,0.2328,0.1598,0.1635,vit,integrated_gradients,from_scratch,Edema
-0.00030000000000002247,0.006900000000000017,0.4653,0.3896,0.4656,0.3827,vit,integrated_gradients,from_scratch,Edema
0.11680000000000001,0.056499999999999995,0.3541,0.3035,0.2373,0.247,vit,integrated_gradients,from_scratch,Edema
0.04510000000000003,0.042899999999999994,0.2891,0.2999,0.244,0.257,vit,integrated_gradients,from_scratch,Edema
0.1476,0.07979999999999998,0.3527,0.2889,0.2051,0.2091,vit,integrated_gradients,from_scratch,Edema
0.05259999999999998,0.03429999999999997,0.2719,0.2593,0.2193,0.225,vit,integrated_gradients,from_scratch,Edema
0.02679999999999999,0.014900000000000024,0.2965,0.2857,0.2697,0.2708,vit,integrated_gradients,from_scratch,Edema
0.18689999999999998,0.123,0.3293,0.2888,0.1424,0.1658,vit,integrated_gradients,from_scratch,Edema
0.05529999999999999,0.04669999999999999,0.2641,0.2844,0.2088,0.2377,vit,integrated_gradients,from_scratch,Edema
0.08449999999999999,0.07050000000000001,0.304,0.3089,0.2195,0.2384,vit,integrated_gradients,from_scratch,Edema
0.05840000000000001,0.054800000000000015,0.1947,0.1958,0.1363,0.141,vit,integrated_gradients,from_scratch,Edema
0.07700000000000001,0.03589999999999999,0.2394,0.2314,0.1624,0.1955,vit,integrated_gradients,from_scratch,Edema
0.06399999999999997,0.0534,0.2689,0.2401,0.2049,0.1867,vit,integrated_gradients,from_scratch,Edema
-0.0016999999999999793,0.00820000000000004,0.3284,0.2896,0.3301,0.2814,vit,integrated_gradients,from_scratch,Edema
0.172,0.14190000000000003,0.2989,0.2785,0.1269,0.1366,vit,integrated_gradients,from_scratch,Edema
0.0816,0.0663,0.1895,0.1958,0.1079,0.1295,vit,integrated_gradients,from_scratch,Edema
0.04300000000000001,0.0338,0.1895,0.2159,0.1465,0.1821,vit,integrated_gradients,from_scratch,Edema
0.0731,0.018900000000000028,0.3867,0.3261,0.3136,0.3072,vit,integrated_gradients,from_scratch,Edema
0.05180000000000001,0.0030999999999999917,0.3982,0.3199,0.3464,0.3168,vit,integrated_gradients,from_scratch,Edema
0.0877,0.07,0.3427,0.3053,0.255,0.2353,vit,integrated_gradients,from_scratch,Edema
0.07330000000000003,0.045300000000000035,0.3316,0.2886,0.2583,0.2433,vit,integrated_gradients,from_scratch,Edema
0.14509999999999998,0.11530000000000001,0.3157,0.2917,0.1706,0.1764,vit,integrated_gradients,from_scratch,Edema
0.0685,0.060200000000000004,0.2387,0.2483,0.1702,0.1881,vit,integrated_gradients,from_scratch,Edema
0.08959999999999999,0.05109999999999998,0.2925,0.2652,0.2029,0.2141,vit,integrated_gradients,from_scratch,Edema
0.03809999999999997,0.007699999999999985,0.3369,0.3051,0.2988,0.2974,vit,integrated_gradients,from_scratch,Edema
0.11979999999999999,0.13299999999999998,0.305,0.3202,0.1852,0.1872,vit,integrated_gradients,from_scratch,Edema
0.07620000000000005,0.027900000000000036,0.3753,0.2916,0.2991,0.2637,vit,integrated_gradients,from_scratch,Edema
0.011399999999999993,-0.016799999999999995,0.0914,0.0874,0.08,0.1042,vit,integrated_gradients,from_scratch,Edema
0.063,0.06510000000000002,0.221,0.234,0.158,0.1689,vit,integrated_gradients,from_scratch,Edema
-0.017799999999999983,-0.008400000000000019,0.2548,0.258,0.2726,0.2664,vit,integrated_gradients,from_scratch,Edema
0.07929999999999998,0.047400000000000025,0.3342,0.2906,0.2549,0.2432,vit,integrated_gradients,from_scratch,Edema
0.054399999999999976,0.03410000000000002,0.2733,0.2756,0.2189,0.2415,vit,integrated_gradients,from_scratch,Edema
0.0040000000000000036,-0.03420000000000001,0.2487,0.2257,0.2447,0.2599,vit,integrated_gradients,from_scratch,Edema
0.030800000000000022,0.04419999999999999,0.1932,0.2248,0.1624,0.1806,vit,integrated_gradients,from_scratch,Edema
0.23519999999999996,0.09129999999999999,0.5486,0.3927,0.3134,0.3014,vit,integrated_gradients,from_scratch,Edema
0.08410000000000004,0.06500000000000003,0.2659,0.2523,0.1818,0.1873,vit,integrated_gradients,from_scratch,Edema
-0.0656,-0.1137,0.1075,0.1252,0.1731,0.2389,densenet,integrated_gradients,from_scratch,Consolidation
-0.01949999999999999,-0.07069999999999999,0.1461,0.2146,0.1656,0.2853,densenet,integrated_gradients,from_scratch,Consolidation
0.0040999999999999925,0.010700000000000001,0.0867,0.0889,0.0826,0.0782,densenet,integrated_gradients,from_scratch,Consolidation
0.059800000000000006,0.07999999999999999,0.1569,0.2304,0.0971,0.1504,densenet,integrated_gradients,from_scratch,Consolidation
0.013499999999999998,0.010599999999999998,0.1087,0.151,0.0952,0.1404,densenet,integrated_gradients,from_scratch,Consolidation
0.025900000000000006,0.0422,0.1178,0.1406,0.0919,0.0984,densenet,integrated_gradients,from_scratch,Consolidation
-0.024400000000000005,-0.05660000000000004,0.1478,0.2557,0.1722,0.3123,densenet,integrated_gradients,from_scratch,Consolidation
-0.036000000000000004,-0.08310000000000001,0.1154,0.1354,0.1514,0.2185,densenet,integrated_gradients,from_scratch,Consolidation
0.06309999999999999,0.059099999999999986,0.2264,0.3487,0.1633,0.2896,densenet,integrated_gradients,from_scratch,Consolidation
-0.0116,-0.03809999999999997,0.2026,0.2543,0.2142,0.2924,densenet,integrated_gradients,from_scratch,Consolidation
-0.08690000000000003,-0.1116,0.2017,0.2297,0.2886,0.3413,densenet,integrated_gradients,from_scratch,Consolidation
-0.004699999999999996,-0.003700000000000002,0.0568,0.0472,0.0615,0.0509,densenet,integrated_gradients,from_scratch,Consolidation
-0.01419999999999999,-0.05830000000000002,0.1897,0.2869,0.2039,0.3452,densenet,integrated_gradients,from_scratch,Consolidation
0.017000000000000015,0.02389999999999999,0.1292,0.1437,0.1122,0.1198,densenet,integrated_gradients,from_scratch,Consolidation
0.038000000000000006,0.03740000000000002,0.2049,0.2303,0.1669,0.1929,densenet,integrated_gradients,from_scratch,Consolidation
0.021699999999999997,-0.014200000000000018,0.1961,0.2371,0.1744,0.2513,densenet,integrated_gradients,from_scratch,Consolidation
0.03869999999999996,0.03159999999999996,0.3913,0.412,0.3526,0.3804,densenet,integrated_gradients,from_scratch,Consolidation
0.020600000000000007,0.06079999999999999,0.0796,0.1533,0.059,0.0925,densenet,integrated_gradients,from_scratch,Consolidation
-0.0529,-0.09989999999999999,0.1914,0.2057,0.2443,0.3056,densenet,integrated_gradients,from_scratch,Consolidation
-0.009700000000000014,-0.017000000000000015,0.2034,0.2343,0.2131,0.2513,densenet,integrated_gradients,from_scratch,Consolidation
-0.003999999999999997,-0.024499999999999994,0.0483,0.0552,0.0523,0.0797,densenet,integrated_gradients,from_scratch,Consolidation
0.0281,0.04869999999999999,0.1033,0.1751,0.0752,0.1264,densenet,integrated_gradients,from_scratch,Consolidation
0.026600000000000013,0.02789999999999998,0.1837,0.2095,0.1571,0.1816,densenet,integrated_gradients,from_scratch,Consolidation
-0.07500000000000001,-0.1018,0.2643,0.3434,0.3393,0.4452,densenet,integrated_gradients,from_scratch,Consolidation
-0.02080000000000004,-0.05069999999999997,0.2794,0.2993,0.3002,0.35,densenet,integrated_gradients,from_scratch,Consolidation
0.030299999999999994,0.029700000000000004,0.1626,0.2222,0.1323,0.1925,densenet,integrated_gradients,from_scratch,Consolidation
0.0029000000000000137,-0.006000000000000005,0.272,0.3504,0.2691,0.3564,densenet,integrated_gradients,from_scratch,Consolidation
0.09870000000000001,0.06539999999999996,0.3553,0.3454,0.2566,0.28,densenet,integrated_gradients,from_scratch,Consolidation
0.011399999999999993,0.007200000000000012,0.1772,0.1968,0.1658,0.1896,densenet,integrated_gradients,from_scratch,Consolidation
-0.008000000000000007,-0.0003999999999999837,0.1509,0.2104,0.1589,0.2108,densenet,integrated_gradients,from_scratch,Consolidation
-0.012600000000000028,-0.009799999999999975,0.2422,0.2555,0.2548,0.2653,densenet,integrated_gradients,from_scratch,Consolidation
0.050299999999999984,0.09979999999999999,0.1392,0.1856,0.0889,0.0858,densenet,integrated_gradients,from_scratch,Consolidation
0.024900000000000005,0.03820000000000001,0.1259,0.1557,0.101,0.1175,densenet,integrated_gradients,from_scratch,Consolidation
-0.0339,-0.04640000000000001,0.0999,0.1128,0.1338,0.1592,swinvit,integrated_gradients,from_scratch,Consolidation
-0.0345,-0.05039999999999999,0.0624,0.0579,0.0969,0.1083,swinvit,integrated_gradients,from_scratch,Consolidation
0.006000000000000005,0.010399999999999993,0.1883,0.2347,0.1823,0.2243,swinvit,integrated_gradients,from_scratch,Consolidation
0.049600000000000005,0.04570000000000002,0.1852,0.2353,0.1356,0.1896,swinvit,integrated_gradients,from_scratch,Consolidation
-0.01870000000000001,-0.0349,0.0658,0.0761,0.0845,0.111,swinvit,integrated_gradients,from_scratch,Consolidation
0.022700000000000026,0.03790000000000002,0.1841,0.2401,0.1614,0.2022,swinvit,integrated_gradients,from_scratch,Consolidation
-0.06480000000000001,-0.09080000000000002,0.103,0.1296,0.1678,0.2204,swinvit,integrated_gradients,from_scratch,Consolidation
0.017799999999999996,0.026000000000000023,0.1249,0.1521,0.1071,0.1261,swinvit,integrated_gradients,from_scratch,Consolidation
0.04279999999999998,0.030500000000000027,0.2698,0.3498,0.227,0.3193,swinvit,integrated_gradients,from_scratch,Consolidation
0.052100000000000035,0.04610000000000003,0.3688,0.3437,0.3167,0.2976,swinvit,integrated_gradients,from_scratch,Consolidation
0.0645,0.004500000000000004,0.3792,0.292,0.3147,0.2875,swinvit,integrated_gradients,from_scratch,Consolidation
-0.0003999999999999976,0.0034999999999999996,0.0364,0.0216,0.0368,0.0181,swinvit,integrated_gradients,from_scratch,Consolidation
0.10979999999999998,0.06820000000000004,0.3393,0.3551,0.2295,0.2869,swinvit,integrated_gradients,from_scratch,Consolidation
-0.0295,-0.0592,0.1369,0.1124,0.1664,0.1716,swinvit,integrated_gradients,from_scratch,Consolidation
0.04630000000000001,0.004799999999999999,0.2559,0.217,0.2096,0.2122,swinvit,integrated_gradients,from_scratch,Consolidation
0.027700000000000002,0.013700000000000018,0.2485,0.2549,0.2208,0.2412,swinvit,integrated_gradients,from_scratch,Consolidation
0.03949999999999998,0.031200000000000006,0.294,0.2869,0.2545,0.2557,swinvit,integrated_gradients,from_scratch,Consolidation
0.0529,0.0895,0.1216,0.1931,0.0687,0.1036,swinvit,integrated_gradients,from_scratch,Consolidation
0.03290000000000001,-0.007300000000000001,0.2195,0.207,0.1866,0.2143,swinvit,integrated_gradients,from_scratch,Consolidation
-0.02889999999999998,-0.024899999999999978,0.2228,0.2484,0.2517,0.2733,swinvit,integrated_gradients,from_scratch,Consolidation
-0.007200000000000005,-0.013499999999999998,0.0513,0.0702,0.0585,0.0837,swinvit,integrated_gradients,from_scratch,Consolidation
-0.0003999999999999976,0.017100000000000004,0.0849,0.1272,0.0853,0.1101,swinvit,integrated_gradients,from_scratch,Consolidation
0.03619999999999998,0.019600000000000006,0.2246,0.2212,0.1884,0.2016,swinvit,integrated_gradients,from_scratch,Consolidation
0.03720000000000001,0.00990000000000002,0.3164,0.3009,0.2792,0.291,swinvit,integrated_gradients,from_scratch,Consolidation
0.07990000000000003,0.04600000000000004,0.3658,0.3123,0.2859,0.2663,swinvit,integrated_gradients,from_scratch,Consolidation
0.008099999999999996,-0.003500000000000003,0.1424,0.1618,0.1343,0.1653,swinvit,integrated_gradients,from_scratch,Consolidation
-0.020699999999999996,-0.010399999999999965,0.2134,0.2629,0.2341,0.2733,swinvit,integrated_gradients,from_scratch,Consolidation
-0.037900000000000045,0.0030999999999999917,0.3258,0.2817,0.3637,0.2786,swinvit,integrated_gradients,from_scratch,Consolidation
0.050199999999999995,0.021399999999999975,0.2934,0.2658,0.2432,0.2444,swinvit,integrated_gradients,from_scratch,Consolidation
0.02429999999999999,0.0,0.2176,0.241,0.1933,0.241,swinvit,integrated_gradients,from_scratch,Consolidation
0.18259999999999998,0.0529,0.4821,0.3186,0.2995,0.2657,swinvit,integrated_gradients,from_scratch,Consolidation
-0.02990000000000001,-0.0456,0.1056,0.1207,0.1355,0.1663,swinvit,integrated_gradients,from_scratch,Consolidation
0.058499999999999996,0.030700000000000005,0.2421,0.2382,0.1836,0.2075,swinvit,integrated_gradients,from_scratch,Consolidation
0.044800000000000006,-0.012700000000000017,0.2336,0.2221,0.1888,0.2348,vit,integrated_gradients,from_scratch,Consolidation
0.051100000000000007,0.038099999999999995,0.1756,0.2134,0.1245,0.1753,vit,integrated_gradients,from_scratch,Consolidation
-0.054400000000000004,-0.0484,0.125,0.1564,0.1794,0.2048,vit,integrated_gradients,from_scratch,Consolidation
-0.015799999999999995,-0.026099999999999998,0.0765,0.0897,0.0923,0.1158,vit,integrated_gradients,from_scratch,Consolidation
-0.014499999999999999,-0.024999999999999994,0.0846,0.1036,0.0991,0.1286,vit,integrated_gradients,from_scratch,Consolidation
0.060100000000000015,0.0537,0.2084,0.24,0.1483,0.1863,vit,integrated_gradients,from_scratch,Consolidation
0.012499999999999997,0.037099999999999994,0.0773,0.1142,0.0648,0.0771,vit,integrated_gradients,from_scratch,Consolidation
0.0648,0.05830000000000002,0.1988,0.2272,0.134,0.1689,vit,integrated_gradients,from_scratch,Consolidation
0.057800000000000004,0.044999999999999984,0.1661,0.1939,0.1083,0.1489,vit,integrated_gradients,from_scratch,Consolidation
-0.008799999999999975,0.012799999999999978,0.2705,0.2628,0.2793,0.25,vit,integrated_gradients,from_scratch,Consolidation
0.0597,0.03309999999999999,0.2469,0.2294,0.1872,0.1963,vit,integrated_gradients,from_scratch,Consolidation
-0.009099999999999997,-0.010800000000000004,0.067,0.0715,0.0761,0.0823,vit,integrated_gradients,from_scratch,Consolidation
-0.012499999999999983,-0.0479,0.1811,0.2217,0.1936,0.2696,vit,integrated_gradients,from_scratch,Consolidation
-0.0015000000000000013,0.020600000000000007,0.1943,0.2209,0.1958,0.2003,vit,integrated_gradients,from_scratch,Consolidation
0.019199999999999995,-0.010999999999999982,0.2758,0.2391,0.2566,0.2501,vit,integrated_gradients,from_scratch,Consolidation
0.015699999999999992,-0.014899999999999969,0.2502,0.2538,0.2345,0.2687,vit,integrated_gradients,from_scratch,Consolidation
0.021199999999999997,0.01200000000000001,0.3136,0.3029,0.2924,0.2909,vit,integrated_gradients,from_scratch,Consolidation
-0.035,-0.0586,0.0196,0.0097,0.0546,0.0683,vit,integrated_gradients,from_scratch,Consolidation
