mass_accuracy_diff,rank_accuracy_diff,in_mask_mass_accuracy,in_mask_rank_accuracy,out_mask_mass_accuracy,out_mask_rank_accuracy,model,xai_method,pretraining,label
0.058199999999999974,0.02510000000000004,0.3031,0.2664,0.2449,0.2413,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.012500000000000011,-0.017500000000000016,0.1692,0.1818,0.1817,0.1993,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.021500000000000005,0.024300000000000002,0.1052,0.1116,0.0837,0.0873,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.017400000000000027,-0.006900000000000017,0.3432,0.283,0.3258,0.2899,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.02729999999999999,0.040100000000000025,0.32,0.3069,0.2927,0.2668,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.07619999999999999,0.062299999999999994,0.3031,0.2985,0.2269,0.2362,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06130000000000002,0.0469,0.3548,0.3249,0.2935,0.278,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04349999999999998,0.021699999999999997,0.2894,0.2878,0.2459,0.2661,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.019800000000000012,0.02149999999999999,0.2104,0.2133,0.1906,0.1918,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.007799999999999974,0.008099999999999996,0.276,0.2764,0.2838,0.2683,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.068,0.013799999999999979,0.3667,0.3101,0.2987,0.2963,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.007500000000000007,0.015100000000000002,0.3032,0.278,0.2957,0.2629,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0022000000000000075,0.014800000000000008,0.2295,0.2422,0.2273,0.2274,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03609999999999999,0.012099999999999972,0.2412,0.2578,0.2051,0.2457,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0749,0.0461,0.2934,0.2913,0.2185,0.2452,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.07900000000000001,0.031,0.2705,0.2307,0.1915,0.1997,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.01730000000000001,0.007300000000000001,0.1711,0.1704,0.1538,0.1631,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.016999999999999987,-0.012399999999999994,0.21,0.2064,0.193,0.2188,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.003500000000000003,-0.03090000000000001,0.2494,0.2427,0.2529,0.2736,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.021300000000000013,0.005199999999999982,0.1652,0.1944,0.1439,0.1892,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.029900000000000038,-0.0040000000000000036,0.4161,0.3396,0.3862,0.3436,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.07130000000000003,0.0252,0.3128,0.2697,0.2415,0.2445,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.052399999999999974,0.022300000000000014,0.2587,0.2326,0.2063,0.2103,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.00010000000000000286,0.0155,0.0888,0.1041,0.0889,0.0886,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06220000000000003,0.016100000000000003,0.3708,0.3275,0.3086,0.3114,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05609999999999998,0.007300000000000029,0.3523,0.3059,0.2962,0.2986,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.07839999999999997,0.04729999999999998,0.2804,0.2582,0.202,0.2109,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0786,0.022199999999999998,0.3675,0.2979,0.2889,0.2757,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03260000000000002,0.007000000000000006,0.3508,0.2949,0.3182,0.2879,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04870000000000002,0.03770000000000001,0.3809,0.3492,0.3322,0.3115,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.04960000000000003,-0.03270000000000001,0.2788,0.2657,0.3284,0.2984,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05829999999999999,0.044800000000000006,0.2387,0.2571,0.1804,0.2123,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04730000000000001,0.027100000000000013,0.4032,0.3498,0.3559,0.3227,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04610000000000003,0.015399999999999997,0.2775,0.2555,0.2314,0.2401,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.09080000000000002,0.041000000000000036,0.3355,0.2998,0.2447,0.2588,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0889,0.08439999999999998,0.2237,0.2355,0.1348,0.1511,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04749999999999999,0.04970000000000002,0.2986,0.3037,0.2511,0.254,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0469,0.028299999999999992,0.2792,0.2703,0.2323,0.242,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.073,0.09349999999999999,0.1881,0.2098,0.1151,0.1163,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03860000000000002,0.019100000000000006,0.3483,0.3307,0.3097,0.3116,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04350000000000001,0.03609999999999999,0.2439,0.2402,0.2004,0.2041,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.0019999999999999463,0.009299999999999975,0.2543,0.2732,0.2563,0.2639,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.045899999999999996,0.04780000000000001,0.3356,0.3236,0.2897,0.2758,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0413,-0.002700000000000008,0.207,0.2067,0.1657,0.2094,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0655,0.0499,0.2327,0.2218,0.1672,0.1719,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.00410000000000002,-0.0408,0.1793,0.1882,0.1834,0.229,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.054400000000000004,0.05940000000000001,0.1587,0.1763,0.1043,0.1169,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.006799999999999973,-0.019799999999999984,0.3109,0.2847,0.3177,0.3045,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.038900000000000046,0.016000000000000014,0.3385,0.3211,0.2996,0.3051,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04959999999999998,0.023800000000000016,0.3261,0.2721,0.2765,0.2483,vit,gradient,from_scratch,Enlarged Cardiomediastinum
9.999999999998899e-05,-0.006800000000000028,0.384,0.3077,0.3839,0.3145,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.02890000000000001,0.007700000000000012,0.2696,0.252,0.2407,0.2443,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03140000000000001,0.01720000000000002,0.2787,0.2669,0.2473,0.2497,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.023400000000000032,0.007999999999999952,0.3608,0.3122,0.3374,0.3042,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.02040000000000003,0.006400000000000017,0.2564,0.2514,0.236,0.245,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.08129999999999998,0.05559999999999998,0.3096,0.2763,0.2283,0.2207,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05260000000000001,0.04530000000000001,0.2466,0.2367,0.194,0.1914,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.09059999999999999,0.047599999999999976,0.2994,0.2689,0.2088,0.2213,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.057599999999999985,0.01749999999999996,0.3555,0.3106,0.2979,0.2931,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03829999999999997,0.03939999999999999,0.2663,0.2668,0.228,0.2274,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05410000000000004,0.04420000000000002,0.3057,0.3032,0.2516,0.259,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.01050000000000001,0.013400000000000023,0.2631,0.2624,0.2526,0.249,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05720000000000003,0.03049999999999997,0.3336,0.3,0.2764,0.2695,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.012699999999999989,-0.020100000000000007,0.3282,0.2869,0.3155,0.307,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06030000000000002,0.036900000000000016,0.2416,0.2376,0.1813,0.2007,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06590000000000001,0.023799999999999988,0.2545,0.2516,0.1886,0.2278,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.054800000000000015,0.02240000000000003,0.3206,0.2993,0.2658,0.2769,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.09220000000000003,0.06330000000000002,0.3143,0.2926,0.2221,0.2293,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.017000000000000015,0.00830000000000003,0.3382,0.3037,0.3212,0.2954,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04820000000000002,0.008399999999999963,0.339,0.2784,0.2908,0.27,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.002700000000000008,-0.008500000000000008,0.2072,0.2251,0.2099,0.2336,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06669999999999998,0.017100000000000004,0.3328,0.2747,0.2661,0.2576,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.010700000000000015,0.03570000000000001,0.1643,0.1942,0.1536,0.1585,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03430000000000001,0.02479999999999999,0.14,0.1382,0.1057,0.1134,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0716,0.0756,0.2974,0.3256,0.2258,0.25,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.01770000000000002,0.0019000000000000128,0.1642,0.16,0.1465,0.1581,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.125,0.07870000000000005,0.3659,0.3355,0.2409,0.2568,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0958,0.08139999999999997,0.2847,0.2845,0.1889,0.2031,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.09560000000000002,0.040199999999999986,0.334,0.2719,0.2384,0.2317,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.020600000000000007,0.007299999999999973,0.2492,0.2628,0.2286,0.2555,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04980000000000001,0.030899999999999983,0.2767,0.2613,0.2269,0.2304,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.062,0.015100000000000002,0.2006,0.1716,0.1386,0.1565,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.00799999999999998,0.01679999999999998,0.2287,0.235,0.2207,0.2182,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.03939999999999999,0.04530000000000001,0.2946,0.324,0.2552,0.2787,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.05569999999999997,0.0011999999999999789,0.3458,0.2976,0.2901,0.2964,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0262,-0.0050000000000000044,0.2854,0.2777,0.2592,0.2827,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.02579999999999999,0.007099999999999995,0.3136,0.2783,0.2878,0.2712,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.10980000000000001,0.032299999999999995,0.4757,0.3938,0.3659,0.3615,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0413,0.055900000000000005,0.1891,0.2205,0.1478,0.1646,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.026499999999999968,0.014399999999999968,0.3601,0.3273,0.3336,0.3129,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.09809999999999999,0.05050000000000002,0.308,0.2674,0.2099,0.2169,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06439999999999999,0.04219999999999999,0.2945,0.2714,0.2301,0.2292,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0529,0.03540000000000004,0.3988,0.3309,0.3459,0.2955,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0761,0.043200000000000016,0.3371,0.301,0.261,0.2578,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0681,0.03550000000000003,0.3782,0.337,0.3101,0.3015,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.0037000000000000366,0.0007999999999999952,0.2486,0.2438,0.2523,0.243,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.0017000000000000348,0.009899999999999964,0.3414,0.3208,0.3431,0.3109,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0007999999999999952,0.016399999999999998,0.1426,0.1667,0.1418,0.1503,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.10269999999999996,0.05840000000000001,0.4074,0.3647,0.3047,0.3063,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0902,0.059,0.4119,0.3339,0.3217,0.2749,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0943,0.018899999999999972,0.3774,0.3005,0.2831,0.2816,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0174,0.0184,0.1985,0.2088,0.1811,0.1904,vit,gradient,from_scratch,Enlarged Cardiomediastinum
-0.02350000000000002,0.018100000000000005,0.3228,0.2993,0.3463,0.2812,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.06879999999999997,0.04580000000000001,0.3357,0.3066,0.2669,0.2608,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.07079999999999997,0.02639999999999998,0.3439,0.3117,0.2731,0.2853,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.003799999999999998,0.003300000000000025,0.2478,0.2695,0.244,0.2662,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.046099999999999974,0.030200000000000005,0.348,0.3182,0.3019,0.288,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.049500000000000044,0.03360000000000002,0.3698,0.3269,0.3203,0.2933,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.04720000000000002,0.028299999999999992,0.3512,0.3524,0.304,0.3241,vit,gradient,from_scratch,Enlarged Cardiomediastinum
0.0398,0.04209999999999997,0.3388,0.4347,0.299,0.3926,densenet,gradient,from_scratch,Cardiomegaly
0.03400000000000003,0.006500000000000006,0.329,0.353,0.295,0.3465,densenet,gradient,from_scratch,Cardiomegaly
0.014100000000000001,-0.005300000000000027,0.3332,0.3751,0.3191,0.3804,densenet,gradient,from_scratch,Cardiomegaly
0.014599999999999946,0.008299999999999974,0.3697,0.4453,0.3551,0.437,densenet,gradient,from_scratch,Cardiomegaly
0.05099999999999999,0.029300000000000048,0.3417,0.4262,0.2907,0.3969,densenet,gradient,from_scratch,Cardiomegaly
0.04619999999999999,0.04569999999999996,0.2475,0.3248,0.2013,0.2791,densenet,gradient,from_scratch,Cardiomegaly
0.0257,0.027900000000000036,0.299,0.3662,0.2733,0.3383,densenet,gradient,from_scratch,Cardiomegaly
0.056499999999999995,0.05569999999999997,0.3811,0.4468,0.3246,0.3911,densenet,gradient,from_scratch,Cardiomegaly
-0.02350000000000002,-0.028299999999999992,0.2827,0.3492,0.3062,0.3775,densenet,gradient,from_scratch,Cardiomegaly
0.0039000000000000146,-0.011799999999999977,0.2343,0.3276,0.2304,0.3394,densenet,gradient,from_scratch,Cardiomegaly
0.0655,0.04999999999999999,0.333,0.3992,0.2675,0.3492,densenet,gradient,from_scratch,Cardiomegaly
0.027700000000000002,0.02250000000000002,0.1832,0.2484,0.1555,0.2259,densenet,gradient,from_scratch,Cardiomegaly
0.03320000000000001,0.018000000000000016,0.3872,0.4151,0.354,0.3971,densenet,gradient,from_scratch,Cardiomegaly
-0.017500000000000016,-0.015600000000000003,0.438,0.4705,0.4555,0.4861,densenet,gradient,from_scratch,Cardiomegaly
0.025099999999999983,0.0406,0.2095,0.2842,0.1844,0.2436,densenet,gradient,from_scratch,Cardiomegaly
0.031200000000000006,0.02040000000000003,0.4307,0.4853,0.3995,0.4649,densenet,gradient,from_scratch,Cardiomegaly
-0.015199999999999991,-0.0257,0.1655,0.191,0.1807,0.2167,densenet,gradient,from_scratch,Cardiomegaly
0.016199999999999992,-9.999999999998899e-05,0.3636,0.442,0.3474,0.4421,densenet,gradient,from_scratch,Cardiomegaly
0.007299999999999973,0.0028000000000000247,0.3115,0.3476,0.3042,0.3448,densenet,gradient,from_scratch,Cardiomegaly
0.08030000000000001,0.09860000000000002,0.2957,0.4005,0.2154,0.3019,densenet,gradient,from_scratch,Cardiomegaly
-0.01990000000000003,-0.04239999999999999,0.248,0.3095,0.2679,0.3519,densenet,gradient,from_scratch,Cardiomegaly
0.13890000000000002,0.15689999999999998,0.3809,0.4487,0.242,0.2918,densenet,gradient,from_scratch,Cardiomegaly
0.003400000000000014,-0.0024000000000000132,0.4127,0.4644,0.4093,0.4668,densenet,gradient,from_scratch,Cardiomegaly
0.0232,0.009599999999999997,0.3168,0.4218,0.2936,0.4122,densenet,gradient,from_scratch,Cardiomegaly
0.02259999999999998,0.029400000000000037,0.2563,0.3608,0.2337,0.3314,densenet,gradient,from_scratch,Cardiomegaly
0.03250000000000003,0.0408,0.2805,0.3937,0.248,0.3529,densenet,gradient,from_scratch,Cardiomegaly
-0.010000000000000009,-0.02939999999999998,0.2405,0.3014,0.2505,0.3308,densenet,gradient,from_scratch,Cardiomegaly
-0.042300000000000004,-0.06290000000000001,0.2715,0.3333,0.3138,0.3962,densenet,gradient,from_scratch,Cardiomegaly
0.004599999999999993,-0.01040000000000002,0.3762,0.41,0.3716,0.4204,densenet,gradient,from_scratch,Cardiomegaly
0.06830000000000003,0.06709999999999999,0.3517,0.4191,0.2834,0.352,densenet,gradient,from_scratch,Cardiomegaly
0.06320000000000003,0.04370000000000002,0.3356,0.393,0.2724,0.3493,densenet,gradient,from_scratch,Cardiomegaly
0.0017999999999999683,-0.010100000000000053,0.301,0.346,0.2992,0.3561,densenet,gradient,from_scratch,Cardiomegaly
0.03620000000000001,0.026500000000000024,0.3443,0.4227,0.3081,0.3962,densenet,gradient,from_scratch,Cardiomegaly
0.02529999999999999,0.016800000000000037,0.2989,0.3739,0.2736,0.3571,densenet,gradient,from_scratch,Cardiomegaly
0.1385,0.0852,0.542,0.5452,0.4035,0.46,densenet,gradient,from_scratch,Cardiomegaly
-0.021199999999999997,-0.04089999999999999,0.2925,0.3618,0.3137,0.4027,densenet,gradient,from_scratch,Cardiomegaly
-0.034499999999999975,-0.052600000000000036,0.3381,0.4018,0.3726,0.4544,densenet,gradient,from_scratch,Cardiomegaly
0.035300000000000026,0.032899999999999985,0.2675,0.3454,0.2322,0.3125,densenet,gradient,from_scratch,Cardiomegaly
-0.018199999999999994,-0.04849999999999999,0.3279,0.3771,0.3461,0.4256,densenet,gradient,from_scratch,Cardiomegaly
-0.027200000000000002,-0.039600000000000024,0.3329,0.3791,0.3601,0.4187,densenet,gradient,from_scratch,Cardiomegaly
0.041100000000000025,0.04960000000000003,0.3173,0.4359,0.2762,0.3863,densenet,gradient,from_scratch,Cardiomegaly
0.030999999999999972,-0.01319999999999999,0.3611,0.4103,0.3301,0.4235,densenet,gradient,from_scratch,Cardiomegaly
0.0378,0.02360000000000001,0.3138,0.3599,0.276,0.3363,densenet,gradient,from_scratch,Cardiomegaly
0.039799999999999974,0.03200000000000003,0.2522,0.3551,0.2124,0.3231,densenet,gradient,from_scratch,Cardiomegaly
0.0252,0.03510000000000002,0.3147,0.4293,0.2895,0.3942,densenet,gradient,from_scratch,Cardiomegaly
0.0731,0.0489,0.3748,0.4306,0.3017,0.3817,densenet,gradient,from_scratch,Cardiomegaly
0.04930000000000001,0.03809999999999997,0.4022,0.4493,0.3529,0.4112,densenet,gradient,from_scratch,Cardiomegaly
0.06009999999999999,0.04419999999999996,0.38,0.4361,0.3199,0.3919,densenet,gradient,from_scratch,Cardiomegaly
0.14999999999999997,0.11109999999999998,0.4518,0.4738,0.3018,0.3627,densenet,gradient,from_scratch,Cardiomegaly
0.05630000000000002,0.0756,0.2907,0.3759,0.2344,0.3003,densenet,gradient,from_scratch,Cardiomegaly
-0.00470000000000001,-0.025400000000000006,0.1276,0.1538,0.1323,0.1792,densenet,gradient,from_scratch,Cardiomegaly
0.0605,0.01720000000000005,0.3431,0.3884,0.2826,0.3712,densenet,gradient,from_scratch,Cardiomegaly
0.04749999999999999,0.04219999999999996,0.4012,0.4608,0.3537,0.4186,densenet,gradient,from_scratch,Cardiomegaly
0.006099999999999994,0.0023000000000000242,0.2282,0.3254,0.2221,0.3231,densenet,gradient,from_scratch,Cardiomegaly
0.05069999999999997,0.042800000000000005,0.3187,0.4088,0.268,0.366,densenet,gradient,from_scratch,Cardiomegaly
0.0403,0.03560000000000002,0.3224,0.4278,0.2821,0.3922,densenet,gradient,from_scratch,Cardiomegaly
-0.0907,-0.06479999999999997,0.3144,0.4016,0.4051,0.4664,densenet,gradient,from_scratch,Cardiomegaly
0.026499999999999968,0.041600000000000026,0.481,0.4828,0.4545,0.4412,densenet,gradient,from_scratch,Cardiomegaly
0.022299999999999986,-0.0020999999999999908,0.3513,0.3657,0.329,0.3678,densenet,gradient,from_scratch,Cardiomegaly
-0.05109999999999998,-0.10259999999999997,0.2675,0.3012,0.3186,0.4038,densenet,gradient,from_scratch,Cardiomegaly
-0.06979999999999997,-0.07319999999999999,0.2862,0.3382,0.356,0.4114,densenet,gradient,from_scratch,Cardiomegaly
-0.010999999999999954,-0.01679999999999998,0.3239,0.4118,0.3349,0.4286,densenet,gradient,from_scratch,Cardiomegaly
0.01849999999999996,0.0049000000000000155,0.3968,0.4391,0.3783,0.4342,densenet,gradient,from_scratch,Cardiomegaly
0.0509,0.023799999999999988,0.4495,0.4834,0.3986,0.4596,densenet,gradient,from_scratch,Cardiomegaly
0.08529999999999999,0.05629999999999996,0.4109,0.4518,0.3256,0.3955,densenet,gradient,from_scratch,Cardiomegaly
0.03109999999999999,0.03190000000000004,0.2769,0.332,0.2458,0.3001,densenet,gradient,from_scratch,Cardiomegaly
0.03470000000000001,0.04370000000000002,0.3219,0.3931,0.2872,0.3494,densenet,gradient,from_scratch,Cardiomegaly
0.06039999999999998,0.06719999999999998,0.303,0.353,0.2426,0.2858,densenet,gradient,from_scratch,Cardiomegaly
0.04880000000000001,0.028200000000000003,0.3552,0.3364,0.3064,0.3082,swinvit,gradient,from_scratch,Cardiomegaly
0.07779999999999998,0.053200000000000025,0.3997,0.3668,0.3219,0.3136,swinvit,gradient,from_scratch,Cardiomegaly
0.05660000000000004,0.019899999999999973,0.3199,0.3277,0.2633,0.3078,swinvit,gradient,from_scratch,Cardiomegaly
0.05509999999999998,0.03789999999999999,0.3558,0.3545,0.3007,0.3166,swinvit,gradient,from_scratch,Cardiomegaly
0.0595,0.05329999999999996,0.3212,0.3359,0.2617,0.2826,swinvit,gradient,from_scratch,Cardiomegaly
0.027500000000000024,0.034499999999999975,0.2403,0.2865,0.2128,0.252,swinvit,gradient,from_scratch,Cardiomegaly
0.054800000000000015,0.03789999999999999,0.3209,0.3154,0.2661,0.2775,swinvit,gradient,from_scratch,Cardiomegaly
0.05669999999999997,0.033299999999999996,0.3745,0.3631,0.3178,0.3298,swinvit,gradient,from_scratch,Cardiomegaly
0.03489999999999999,0.03839999999999999,0.3427,0.3619,0.3078,0.3235,swinvit,gradient,from_scratch,Cardiomegaly
0.008300000000000002,-0.0011999999999999789,0.2266,0.2781,0.2183,0.2793,swinvit,gradient,from_scratch,Cardiomegaly
0.05670000000000003,0.054400000000000004,0.3048,0.333,0.2481,0.2786,swinvit,gradient,from_scratch,Cardiomegaly
0.07720000000000002,0.0834,0.2393,0.2838,0.1621,0.2004,swinvit,gradient,from_scratch,Cardiomegaly
-0.011499999999999955,-0.01429999999999998,0.3274,0.3164,0.3389,0.3307,swinvit,gradient,from_scratch,Cardiomegaly
0.06259999999999999,0.03370000000000001,0.3918,0.3657,0.3292,0.332,swinvit,gradient,from_scratch,Cardiomegaly
0.05660000000000001,0.05609999999999998,0.2549,0.2825,0.1983,0.2264,swinvit,gradient,from_scratch,Cardiomegaly
-0.0036000000000000476,0.005199999999999982,0.3384,0.3344,0.342,0.3292,swinvit,gradient,from_scratch,Cardiomegaly
-0.047700000000000006,-0.05790000000000001,0.1233,0.1253,0.171,0.1832,swinvit,gradient,from_scratch,Cardiomegaly
0.09800000000000003,0.07879999999999998,0.3638,0.3641,0.2658,0.2853,swinvit,gradient,from_scratch,Cardiomegaly
0.03160000000000002,0.011400000000000021,0.3532,0.3301,0.3216,0.3187,swinvit,gradient,from_scratch,Cardiomegaly
0.045399999999999996,0.022799999999999987,0.3214,0.3342,0.276,0.3114,swinvit,gradient,from_scratch,Cardiomegaly
0.021600000000000008,0.01539999999999997,0.2681,0.3131,0.2465,0.2977,swinvit,gradient,from_scratch,Cardiomegaly
0.04729999999999995,0.02799999999999997,0.3268,0.3197,0.2795,0.2917,swinvit,gradient,from_scratch,Cardiomegaly
0.05609999999999998,0.017699999999999994,0.4059,0.3704,0.3498,0.3527,swinvit,gradient,from_scratch,Cardiomegaly
0.0797,0.0635,0.3241,0.3548,0.2444,0.2913,swinvit,gradient,from_scratch,Cardiomegaly
0.049100000000000005,0.058199999999999974,0.2904,0.3207,0.2413,0.2625,swinvit,gradient,from_scratch,Cardiomegaly
0.032399999999999984,0.029700000000000004,0.323,0.3551,0.2906,0.3254,swinvit,gradient,from_scratch,Cardiomegaly
0.056999999999999995,0.03209999999999996,0.3362,0.3379,0.2792,0.3058,swinvit,gradient,from_scratch,Cardiomegaly
0.07750000000000001,0.049400000000000055,0.3593,0.3561,0.2818,0.3067,swinvit,gradient,from_scratch,Cardiomegaly
0.032899999999999985,0.033299999999999996,0.3107,0.3128,0.2778,0.2795,swinvit,gradient,from_scratch,Cardiomegaly
0.0345,0.04159999999999997,0.2736,0.2966,0.2391,0.255,swinvit,gradient,from_scratch,Cardiomegaly
0.05850000000000005,0.0242,0.3299,0.3095,0.2714,0.2853,swinvit,gradient,from_scratch,Cardiomegaly
0.05930000000000002,0.0363,0.3341,0.3165,0.2748,0.2802,swinvit,gradient,from_scratch,Cardiomegaly
0.017299999999999982,-0.005700000000000038,0.3825,0.3474,0.3652,0.3531,swinvit,gradient,from_scratch,Cardiomegaly
0.10150000000000003,0.05509999999999998,0.3854,0.354,0.2839,0.2989,swinvit,gradient,from_scratch,Cardiomegaly
0.10659999999999997,0.02939999999999998,0.4628,0.3609,0.3562,0.3315,swinvit,gradient,from_scratch,Cardiomegaly
0.0021999999999999797,0.00770000000000004,0.3392,0.3396,0.337,0.3319,swinvit,gradient,from_scratch,Cardiomegaly
0.06509999999999999,0.04820000000000002,0.3537,0.3461,0.2886,0.2979,swinvit,gradient,from_scratch,Cardiomegaly
-0.005499999999999949,-0.016700000000000048,0.2901,0.2976,0.2956,0.3143,swinvit,gradient,from_scratch,Cardiomegaly
0.00020000000000003348,0.010300000000000031,0.3215,0.3023,0.3213,0.292,swinvit,gradient,from_scratch,Cardiomegaly
0.06119999999999998,0.06380000000000002,0.294,0.3047,0.2328,0.2409,swinvit,gradient,from_scratch,Cardiomegaly
0.03810000000000002,0.016600000000000004,0.3194,0.3433,0.2813,0.3267,swinvit,gradient,from_scratch,Cardiomegaly
0.05209999999999998,0.03570000000000001,0.3112,0.3373,0.2591,0.3016,swinvit,gradient,from_scratch,Cardiomegaly
0.05299999999999999,0.04459999999999997,0.3442,0.3529,0.2912,0.3083,swinvit,gradient,from_scratch,Cardiomegaly
0.04729999999999998,0.044899999999999995,0.295,0.3423,0.2477,0.2974,swinvit,gradient,from_scratch,Cardiomegaly
